ESTACION(21);NOMBRE(0);CODIGO(1);SENSOR(2);CANALES(3);HAB_CANAL(4);COMPONENTE(5);HAB_GRAFICO(6);HAB_PLT(7);GAN_PLT(8);GANANCIA(9);DIEZ_PLT(10);FACTOR_MUL(11);CALIDAD(16);UBICACION(17);CANAL(18);RED(19);MUESTREO(20);LONGITUD(12);LATITUD(13);ALTITUD(14);RUIDO(15);FILTRO(22);RES1(23);RES2(24)
75;UNIVERSIDAD;UNIV;SISMICO;1;0;1;0;0;10;1;5;10;D;0;NEZ;UC;100;0;0;0;0; ; ; 
